Start Date,End Date,Duration
[yyyy-mm-dd hh:mm:ss],[yyyy-mm-dd hh:mm:ss],[days]
1997-11-02 00:00:00,1997-11-02 00:00:00,1
1997-11-08 00:00:00,1997-11-08 00:00:00,1
1997-11-11 00:00:00,1997-11-11 00:00:00,1
1997-11-26 00:00:00,1997-11-26 00:00:00,1
1997-11-28 00:00:00,1997-11-28 00:00:00,1
1997-12-07 00:00:00,1997-12-07 00:00:00,1
1997-12-18 00:00:00,1997-12-18 00:00:00,1
1998-02-03 00:00:00,1998-02-03 00:00:00,1
1998-02-20 00:00:00,1998-02-20 00:00:00,1
1998-03-14 00:00:00,1998-03-16 00:00:00,3
1998-03-22 00:00:00,1998-03-22 00:00:00,1
1998-03-25 00:00:00,1998-03-26 00:00:00,2
1998-03-28 00:00:00,1998-03-29 00:00:00,2
1998-03-31 00:00:00,1998-03-31 00:00:00,1
1998-04-05 00:00:00,1998-04-05 00:00:00,1
1998-05-09 00:00:00,1998-05-09 00:00:00,1
1998-05-13 00:00:00,1998-05-13 00:00:00,1
1998-05-20 00:00:00,1998-05-20 00:00:00,1
1998-05-22 00:00:00,1998-05-25 00:00:00,4
1998-05-27 00:00:00,1998-05-27 00:00:00,1
1998-06-06 00:00:00,1998-06-11 00:00:00,6
1998-06-15 00:00:00,1998-06-15 00:00:00,1
1998-06-25 00:00:00,1998-06-25 00:00:00,1
1998-06-27 00:00:00,1998-06-27 00:00:00,1
1998-07-10 00:00:00,1998-07-11 00:00:00,2
1998-07-15 00:00:00,1998-07-17 00:00:00,3
1998-07-24 00:00:00,1998-07-24 00:00:00,1
1998-07-30 00:00:00,1998-07-30 00:00:00,1
1998-08-08 00:00:00,1998-08-08 00:00:00,1
1998-08-12 00:00:00,1998-08-12 00:00:00,1
1998-09-17 00:00:00,1998-09-17 00:00:00,1
1998-10-03 00:00:00,1998-10-05 00:00:00,3
1998-10-08 00:00:00,1998-10-08 00:00:00,1
1998-10-15 00:00:00,1998-10-22 00:00:00,8
1998-10-24 00:00:00,1998-10-24 00:00:00,1
1998-10-29 00:00:00,1998-10-29 00:00:00,1
1998-11-08 00:00:00,1998-11-08 00:00:00,1
1998-11-21 00:00:00,1998-11-21 00:00:00,1
1998-12-04 00:00:00,1998-12-04 00:00:00,1
1998-12-10 00:00:00,1998-12-10 00:00:00,1
1999-01-18 00:00:00,1999-01-19 00:00:00,2
1999-02-06 00:00:00,1999-02-06 00:00:00,1
1999-03-07 00:00:00,1999-03-08 00:00:00,2
1999-03-27 00:00:00,1999-03-27 00:00:00,1
1999-04-07 00:00:00,1999-04-07 00:00:00,1
1999-04-17 00:00:00,1999-04-17 00:00:00,1
1999-04-23 00:00:00,1999-04-25 00:00:00,3
1999-04-27 00:00:00,1999-04-29 00:00:00,3
1999-05-15 00:00:00,1999-05-16 00:00:00,2
1999-05-30 00:00:00,1999-05-30 00:00:00,1
1999-06-12 00:00:00,1999-06-14 00:00:00,3
1999-06-17 00:00:00,1999-06-21 00:00:00,5
1999-06-23 00:00:00,1999-06-23 00:00:00,1
1999-07-19 00:00:00,1999-07-20 00:00:00,2
1999-07-22 00:00:00,1999-07-23 00:00:00,2
1999-08-12 00:00:00,1999-08-12 00:00:00,1
1999-08-15 00:00:00,1999-08-15 00:00:00,1
1999-08-17 00:00:00,1999-08-17 00:00:00,1
1999-08-19 00:00:00,1999-08-19 00:00:00,1
1999-09-16 00:00:00,1999-09-17 00:00:00,2
1999-09-19 00:00:00,1999-09-20 00:00:00,2
1999-09-25 00:00:00,1999-09-25 00:00:00,1
1999-10-07 00:00:00,1999-10-07 00:00:00,1
